ldref	pop	addpop	prefix	r2	r2_2.5	r2_97.5	r2_pval	r2_se
AFR	AFR	AFR	AFR_caus100-rep1-h2_0.01-S1_-1-AFR_Bin1toBin21.S1	0.00590559912720501	0.00328886928592807	0.00922737707342034	8.49917494727406e-15	0.00152469194440339
AFR	AFR	AFR	AFR_caus100-rep1-h2_0.01-S1_-1-AFR_Bin1toBin21.S10	0.000864814880472853	4.88569870784966e-05	0.00238440865667112	0.0018938998061438	0.000631650281211787
AFR	AFR	AFR	AFR_caus100-rep1-h2_0.01-S1_-1-AFR_Bin1toBin21.S2	0.00582102540854901	0.00326981646003638	0.00916581855233629	1.30935240203408e-14	0.00149327720121498
AFR	AFR	AFR	AFR_caus100-rep1-h2_0.01-S1_-1-AFR_Bin1toBin21.S3	0.00479994429331354	0.00239821566937393	0.00820846998571529	2.4288302729236e-12	0.0014978974499206
AFR	AFR	AFR	AFR_caus100-rep1-h2_0.01-S1_-1-AFR_Bin1toBin21.S4	0.00324009920315638	0.00131846926622325	0.0057360561963303	7.32935247492779e-09	0.00112362252816545
AFR	AFR	AFR	AFR_caus100-rep1-h2_0.01-S1_-1-AFR_Bin1toBin21.S5	0.00181587174075792	0.000471600379024492	0.00403242205673509	1.19541616133441e-05	0.000939196653085689
AFR	AFR	AFR	AFR_caus100-rep1-h2_0.01-S1_-1-AFR_Bin1toBin21.S6	0.00123163743452215	0.000160867600112899	0.00303330914587637	0.000262480363553117	0.00074822149798403
AFR	AFR	AFR	AFR_caus100-rep1-h2_0.01-S1_-1-AFR_Bin1toBin21.S7	0.000884864108958716	3.09227440922599e-05	0.00257538220565462	0.00169809122250489	0.000655847432895313
AFR	AFR	AFR	AFR_caus100-rep1-h2_0.01-S1_-1-AFR_Bin1toBin22.S1	0.00667742818298867	0.00388217655114902	0.0102165279386698	1.65047434899637e-16	0.00163505834823312
AFR	AFR	AFR	AFR_caus100-rep1-h2_0.01-S1_-1-AFR_Bin1toBin22.S10	0.00153538764493011	0.000309242245856187	0.00360452008320377	5.23311500687103e-05	0.00083995354493024
AFR	AFR	AFR	AFR_caus100-rep1-h2_0.01-S1_-1-AFR_Bin1toBin22.S2	0.00636974126084544	0.00354652234236974	0.0099552783907053	7.93962560996086e-16	0.00161652578888488
AFR	AFR	AFR	AFR_caus100-rep1-h2_0.01-S1_-1-AFR_Bin1toBin22.S3	0.00491491994650861	0.00253268978111329	0.00803623434868017	1.34806614327001e-12	0.00146027817316328
AFR	AFR	AFR	AFR_caus100-rep1-h2_0.01-S1_-1-AFR_Bin1toBin22.S4	0.00340718177560373	0.00145700745977209	0.00603780700944708	3.09783712445702e-09	0.00117193152641621
AFR	AFR	AFR	AFR_caus100-rep1-h2_0.01-S1_-1-AFR_Bin1toBin22.S5	0.00265457907936773	0.000989425664270022	0.00487543809680185	1.51170813092862e-07	0.00101637024735284
AFR	AFR	AFR	AFR_caus100-rep1-h2_0.01-S1_-1-AFR_Bin1toBin22.S6	0.00172032034512737	0.000481823322846337	0.00377490990812079	1.97462358932677e-05	0.000866465453022874
AFR	AFR	AFR	AFR_caus100-rep1-h2_0.01-S1_-1-AFR_Bin1toBin22.S7	0.00137340288533494	0.000294803034385444	0.0033298317380136	0.000123404675727103	0.0007969605154894
AFR	AFR	AFR	AFR_caus100-rep1-h2_0.01-S1_-1-AFR_Bin1toBin23.S1	0.00705127644008829	0.00425135682606713	0.0111407046320784	2.44914294157104e-17	0.0017288491381286
AFR	AFR	AFR	AFR_caus100-rep1-h2_0.01-S1_-1-AFR_Bin1toBin23.S10	0.0013077211548751	0.000279139592344976	0.00305996602259755	0.000174973553322788	0.000732960969920188
AFR	AFR	AFR	AFR_caus100-rep1-h2_0.01-S1_-1-AFR_Bin1toBin23.S2	0.00606821996078721	0.00346411978187194	0.00946167006227721	3.70313286454026e-15	0.0015160262380099
AFR	AFR	AFR	AFR_caus100-rep1-h2_0.01-S1_-1-AFR_Bin1toBin23.S3	0.00511129848489089	0.00261527136847367	0.00837490857569175	4.93372991186385e-13	0.00144472808498585
AFR	AFR	AFR	AFR_caus100-rep1-h2_0.01-S1_-1-AFR_Bin1toBin23.S4	0.00339050588028123	0.00124790752054556	0.00642268931256452	3.37573892349207e-09	0.00129598560576982
AFR	AFR	AFR	AFR_caus100-rep1-h2_0.01-S1_-1-AFR_Bin1toBin23.S5	0.00209891601521772	0.000667713564663461	0.00430252656094288	2.71818487598852e-06	0.000944363105983146
AFR	AFR	AFR	AFR_caus100-rep1-h2_0.01-S1_-1-AFR_Bin1toBin23.S6	0.00141109818081697	0.000260455463026887	0.00323565209095376	0.000101032247795598	0.000769290123163309
AFR	AFR	AFR	AFR_caus100-rep1-h2_0.01-S1_-1-AFR_Bin1toBin23.S7	0.00120082606416072	0.000193280677175303	0.00295948090574453	0.000309439638684457	0.000725932223768611
AFR	AFR	AFR	AFR_caus100-rep1-h2_0.01-S1_-1-AFR_Bin1toBin24.S1	0.00672954659977587	0.00404452006162867	0.0102512939079845	1.26495853745664e-16	0.00160664004193151
AFR	AFR	AFR	AFR_caus100-rep1-h2_0.01-S1_-1-AFR_Bin1toBin24.S10	0.00134485626723524	0.000225481595272697	0.00320056961684805	0.000143613096587626	0.000770655433407128
AFR	AFR	AFR	AFR_caus100-rep1-h2_0.01-S1_-1-AFR_Bin1toBin24.S2	0.00683653055442313	0.00384612267728945	0.0104051722341636	7.32723782481461e-17	0.00169000743286558
AFR	AFR	AFR	AFR_caus100-rep1-h2_0.01-S1_-1-AFR_Bin1toBin24.S3	0.00477633389255205	0.00247295265895805	0.00791805934870629	2.74102255392629e-12	0.00140797477418126
AFR	AFR	AFR	AFR_caus100-rep1-h2_0.01-S1_-1-AFR_Bin1toBin24.S4	0.00380504037202556	0.00172202683370374	0.00648397258872724	3.99900254577525e-10	0.00122739793630367
AFR	AFR	AFR	AFR_caus100-rep1-h2_0.01-S1_-1-AFR_Bin1toBin24.S5	0.00216567023773739	0.00063165379722277	0.00428996597577629	1.91880996098499e-06	0.000928226050931587
AFR	AFR	AFR	AFR_caus100-rep1-h2_0.01-S1_-1-AFR_Bin1toBin24.S6	0.0015923052928094	0.00038627015496871	0.00359859596893244	3.87498785016667e-05	0.00084601268706079
AFR	AFR	AFR	AFR_caus100-rep1-h2_0.01-S1_-1-AFR_Bin1toBin24.S7	0.00138835521070901	0.000281273953499278	0.00326063236814139	0.000113988148567705	0.000794424960582813
AFR	AFR	AFR	AFR_caus100-rep1-h2_0.01-S1_-1-AFR_Bin1toBin25.S1	0.00642287263989871	0.00358970190085265	0.00998497553943364	6.05315978231491e-16	0.001575932032248
AFR	AFR	AFR	AFR_caus100-rep1-h2_0.01-S1_-1-AFR_Bin1toBin25.S10	0.00148112522571453	0.000299511610551131	0.00364287232633907	6.97202197342248e-05	0.000838296996758257
AFR	AFR	AFR	AFR_caus100-rep1-h2_0.01-S1_-1-AFR_Bin1toBin25.S2	0.00599187466249274	0.00326019321301326	0.00919819665643637	5.46947926973308e-15	0.00153232464524792
AFR	AFR	AFR	AFR_caus100-rep1-h2_0.01-S1_-1-AFR_Bin1toBin25.S3	0.0049126813561835	0.0025307844587832	0.0080109198068458	1.36360531964159e-12	0.0014103301963039
AFR	AFR	AFR	AFR_caus100-rep1-h2_0.01-S1_-1-AFR_Bin1toBin25.S4	0.00368455022227887	0.00173412146945059	0.00659221934949968	7.43042955281954e-10	0.00129263667255564
