cohort	ldref	pop	prefix	pheno	r2	r2_se	base	add	seq
UKBB-BBJ	1kgeur	EAS	bbj_height_Bin1toBin8.S10	height	0.00677112483129192	0.00226176802385018	8	28	10
UKBB-BBJ	1kgeur	EAS	meta_ukbEAS_height_baseBin8addBin28.S10	height	0.055395188052856	0.00648658305627655	8	28	10
UKBB-BBJ	1kgeur	EAS	weighted_ukbEAS_height_baseBin8addBin28.S10	height	0.0453196034472869	0.00564210185621444	8	28	10
UKBB-BBJ	1kgeur	EAS	ukb_height_Bin1toBin29.S10	height	0.041235038189528	0.00539796688864835	8	29	10
UKBB-BBJ	1kgeur	EAS	bbj_height_Bin1toBin8.S10	height	0.00677112483129192	0.00226176802385018	8	29	10
UKBB-BBJ	1kgeur	EAS	meta_ukbEAS_height_baseBin8addBin29.S10	height	0.0534788150374127	0.00620353672014133	8	29	10
UKBB-BBJ	1kgeur	EAS	weighted_ukbEAS_height_baseBin8addBin29.S10	height	0.0449033095085701	0.00553812384032402	8	29	10
UKBB-BBJ	1kgeur	EAS	ukb_height_Bin1toBin30.S10	height	0.0431449002060197	0.00542788501937554	8	30	10
UKBB-BBJ	1kgeur	EAS	bbj_height_Bin1toBin8.S10	height	0.00677112483129192	0.00226176802385018	8	30	10
UKBB-BBJ	1kgeur	EAS	meta_ukbEAS_height_baseBin8addBin30.S10	height	0.0552318964156203	0.00635176658083889	8	30	10
UKBB-BBJ	1kgeur	EAS	weighted_ukbEAS_height_baseBin8addBin30.S10	height	0.0466350401540831	0.00565724601173627	8	30	10
UKBB-BBJ	1kgeas	EAS	ukb_height_Bin1toBin1.S10	height	0.00623198769020925	0.0025003391922282	8	1	10
UKBB-BBJ	1kgeas	EAS	bbj_height_Bin1toBin8.S10	height	0.00677112483129192	0.00226176802385018	8	1	10
UKBB-BBJ	1kgeas	EAS	meta_ukbEAS_height_baseBin8addBin1.S10	height	0.0136704654604255	0.00319955448203663	8	1	10
UKBB-BBJ	1kgeas	EAS	weighted_ukbEAS_height_baseBin8addBin1.S10	height	0.0106394537627498	0.00336316770975961	8	1	10
UKBB-BBJ	1kgeas	EAS	ukb_height_Bin1toBin2.S10	height	0.0112939730043464	0.00323584958371301	8	2	10
UKBB-BBJ	1kgeas	EAS	bbj_height_Bin1toBin8.S10	height	0.00677112483129192	0.00226176802385018	8	2	10
UKBB-BBJ	1kgeas	EAS	meta_ukbEAS_height_baseBin8addBin2.S10	height	0.0158033455117802	0.00346080899768391	8	2	10
UKBB-BBJ	1kgeas	EAS	weighted_ukbEAS_height_baseBin8addBin2.S10	height	0.0156662820397961	0.00421475415822879	8	2	10
UKBB-BBJ	1kgeas	EAS	ukb_height_Bin1toBin3.S10	height	0.0123487709351403	0.00310343954365371	8	3	10
UKBB-BBJ	1kgeas	EAS	bbj_height_Bin1toBin8.S10	height	0.00677112483129192	0.00226176802385018	8	3	10
UKBB-BBJ	1kgeas	EAS	meta_ukbEAS_height_baseBin8addBin3.S10	height	0.018127826661536	0.00377297536139342	8	3	10
UKBB-BBJ	1kgeas	EAS	weighted_ukbEAS_height_baseBin8addBin3.S10	height	0.0168547168398082	0.00389944972465726	8	3	10
UKBB-BBJ	1kgeas	EAS	ukb_height_Bin1toBin4.S10	height	0.0157196724436773	0.0031907492752177	8	4	10
UKBB-BBJ	1kgeas	EAS	bbj_height_Bin1toBin8.S10	height	0.00677112483129192	0.00226176802385018	8	4	10
UKBB-BBJ	1kgeas	EAS	meta_ukbEAS_height_baseBin8addBin4.S10	height	0.0197750991557349	0.003672637597981	8	4	10
UKBB-BBJ	1kgeas	EAS	weighted_ukbEAS_height_baseBin8addBin4.S10	height	0.0199712728073389	0.00375489031474018	8	4	10
UKBB-BBJ	1kgeas	EAS	ukb_height_Bin1toBin5.S10	height	0.0178593758712998	0.00365677195018548	8	5	10
UKBB-BBJ	1kgeas	EAS	bbj_height_Bin1toBin8.S10	height	0.00677112483129192	0.00226176802385018	8	5	10
UKBB-BBJ	1kgeas	EAS	meta_ukbEAS_height_baseBin8addBin5.S10	height	0.0208384990019703	0.00392166095057654	8	5	10
UKBB-BBJ	1kgeas	EAS	weighted_ukbEAS_height_baseBin8addBin5.S10	height	0.021945694921152	0.00407984833398672	8	5	10
UKBB-BBJ	1kgeas	EAS	ukb_height_Bin1toBin6.S10	height	0.0236153702584888	0.00408377617505242	8	6	10
UKBB-BBJ	1kgeas	EAS	bbj_height_Bin1toBin8.S10	height	0.00677112483129192	0.00226176802385018	8	6	10
UKBB-BBJ	1kgeas	EAS	meta_ukbEAS_height_baseBin8addBin6.S10	height	0.0243779333458337	0.00433757320872324	8	6	10
UKBB-BBJ	1kgeas	EAS	weighted_ukbEAS_height_baseBin8addBin6.S10	height	0.0275628311720739	0.00441658676885363	8	6	10
UKBB-BBJ	1kgeas	EAS	ukb_height_Bin1toBin7.S10	height	0.0207353790126327	0.00375168052325914	8	7	10
UKBB-BBJ	1kgeas	EAS	bbj_height_Bin1toBin8.S10	height	0.00677112483129192	0.00226176802385018	8	7	10
UKBB-BBJ	1kgeas	EAS	meta_ukbEAS_height_baseBin8addBin7.S10	height	0.030800346827443	0.00478093795970427	8	7	10
UKBB-BBJ	1kgeas	EAS	weighted_ukbEAS_height_baseBin8addBin7.S10	height	0.0250082380959879	0.00418074402631564	8	7	10
UKBB-BBJ	1kgeas	EAS	ukb_height_Bin1toBin8.S10	height	0.0212352471021954	0.00395559936467458	8	8	10
UKBB-BBJ	1kgeas	EAS	bbj_height_Bin1toBin8.S10	height	0.00629806063510772	0.00216449327925151	8	8	10
UKBB-BBJ	1kgeas	EAS	meta_ukbEAS_height_baseBin8addBin8.S10	height	0.0306824678600258	0.00445292413791888	8	8	10
UKBB-BBJ	1kgeas	EAS	weighted_ukbEAS_height_baseBin8addBin8.S10	height	0.0252519984923113	0.00436269000764427	8	8	10
UKBB-BBJ	1kgeas	EAS	ukb_height_Bin1toBin9.S10	height	0.0207193183075806	0.00408780637645203	8	9	10
UKBB-BBJ	1kgeas	EAS	bbj_height_Bin1toBin8.S10	height	0.00677112483129192	0.00226176802385018	8	9	10
UKBB-BBJ	1kgeas	EAS	meta_ukbEAS_height_baseBin8addBin9.S10	height	0.0302158921140239	0.00501951415027397	8	9	10
UKBB-BBJ	1kgeas	EAS	weighted_ukbEAS_height_baseBin8addBin9.S10	height	0.0250552864666765	0.00448306895317066	8	9	10
UKBB-BBJ	1kgeas	EAS	ukb_height_Bin1toBin10.S10	height	0.0250493750340404	0.00436244582963592	8	10	10
UKBB-BBJ	1kgeas	EAS	bbj_height_Bin1toBin8.S10	height	0.00677112483129192	0.00226176802385018	8	10	10
UKBB-BBJ	1kgeas	EAS	meta_ukbEAS_height_baseBin8addBin10.S10	height	0.0349695262233443	0.00527280371754342	8	10	10
UKBB-BBJ	1kgeas	EAS	weighted_ukbEAS_height_baseBin8addBin10.S10	height	0.0292101574194029	0.00466602154884545	8	10	10
UKBB-BBJ	1kgeas	EAS	ukb_height_Bin1toBin11.S10	height	0.0264669206708078	0.00450267342169713	8	11	10
UKBB-BBJ	1kgeas	EAS	bbj_height_Bin1toBin8.S10	height	0.00677112483129192	0.00226176802385018	8	11	10
UKBB-BBJ	1kgeas	EAS	meta_ukbEAS_height_baseBin8addBin11.S10	height	0.0358540406182718	0.00529151300577433	8	11	10
UKBB-BBJ	1kgeas	EAS	weighted_ukbEAS_height_baseBin8addBin11.S10	height	0.0304542288311548	0.00482183371043046	8	11	10
UKBB-BBJ	1kgeas	EAS	ukb_height_Bin1toBin12.S10	height	0.0264570497076289	0.00446002885334781	8	12	10
UKBB-BBJ	1kgeas	EAS	bbj_height_Bin1toBin8.S10	height	0.00677112483129192	0.00226176802385018	8	12	10
UKBB-BBJ	1kgeas	EAS	meta_ukbEAS_height_baseBin8addBin12.S10	height	0.0365448672411913	0.00544071517969075	8	12	10
UKBB-BBJ	1kgeas	EAS	weighted_ukbEAS_height_baseBin8addBin12.S10	height	0.0304907015927445	0.00472064616201294	8	12	10
UKBB-BBJ	1kgeas	EAS	ukb_height_Bin1toBin13.S10	height	0.0269998353803615	0.00447452532229858	8	13	10
UKBB-BBJ	1kgeas	EAS	bbj_height_Bin1toBin8.S10	height	0.00677112483129192	0.00226176802385018	8	13	10
UKBB-BBJ	1kgeas	EAS	meta_ukbEAS_height_baseBin8addBin13.S10	height	0.0358648848482832	0.00531162616002416	8	13	10
UKBB-BBJ	1kgeas	EAS	weighted_ukbEAS_height_baseBin8addBin13.S10	height	0.03086428671843	0.00475818743352622	8	13	10
UKBB-BBJ	1kgeas	EAS	ukb_height_Bin1toBin14.S10	height	0.025921055225843	0.00432701657689442	8	14	10
UKBB-BBJ	1kgeas	EAS	bbj_height_Bin1toBin8.S10	height	0.00677112483129192	0.00226176802385018	8	14	10
UKBB-BBJ	1kgeas	EAS	meta_ukbEAS_height_baseBin8addBin14.S10	height	0.038004385234799	0.00562141054758168	8	14	10
UKBB-BBJ	1kgeas	EAS	weighted_ukbEAS_height_baseBin8addBin14.S10	height	0.0299165418702334	0.00462302003811358	8	14	10
UKBB-BBJ	1kgeas	EAS	ukb_height_Bin1toBin15.S10	height	0.0280976315416305	0.00483102837333351	8	15	10
UKBB-BBJ	1kgeas	EAS	bbj_height_Bin1toBin8.S10	height	0.00677112483129192	0.00226176802385018	8	15	10
UKBB-BBJ	1kgeas	EAS	meta_ukbEAS_height_baseBin8addBin15.S10	height	0.0392040090099406	0.00549822137144958	8	15	10
UKBB-BBJ	1kgeas	EAS	weighted_ukbEAS_height_baseBin8addBin15.S10	height	0.0319630830805746	0.00512945376421001	8	15	10
UKBB-BBJ	1kgeas	EAS	ukb_height_Bin1toBin16.S10	height	0.0287091376642908	0.0045712387655726	8	16	10
UKBB-BBJ	1kgeas	EAS	bbj_height_Bin1toBin8.S10	height	0.00677112483129192	0.00226176802385018	8	16	10
UKBB-BBJ	1kgeas	EAS	meta_ukbEAS_height_baseBin8addBin16.S10	height	0.0391074068020022	0.00559518789159782	8	16	10
UKBB-BBJ	1kgeas	EAS	weighted_ukbEAS_height_baseBin8addBin16.S10	height	0.0326196566088357	0.0048142172000929	8	16	10
UKBB-BBJ	1kgeas	EAS	ukb_height_Bin1toBin17.S10	height	0.0296922083380398	0.00454988720401263	8	17	10
UKBB-BBJ	1kgeas	EAS	bbj_height_Bin1toBin8.S10	height	0.00677112483129192	0.00226176802385018	8	17	10
UKBB-BBJ	1kgeas	EAS	meta_ukbEAS_height_baseBin8addBin17.S10	height	0.0383775144390534	0.00570780437609705	8	17	10
UKBB-BBJ	1kgeas	EAS	weighted_ukbEAS_height_baseBin8addBin17.S10	height	0.0334098915143244	0.00478379404438279	8	17	10
UKBB-BBJ	1kgeas	EAS	ukb_height_Bin1toBin18.S10	height	0.0272350452857298	0.00437938288060808	8	18	10
UKBB-BBJ	1kgeas	EAS	bbj_height_Bin1toBin8.S10	height	0.00677112483129192	0.00226176802385018	8	18	10
UKBB-BBJ	1kgeas	EAS	meta_ukbEAS_height_baseBin8addBin18.S10	height	0.0394346620107021	0.00538376464539553	8	18	10
UKBB-BBJ	1kgeas	EAS	weighted_ukbEAS_height_baseBin8addBin18.S10	height	0.0310093358940309	0.00454392268131455	8	18	10
UKBB-BBJ	1kgeas	EAS	ukb_height_Bin1toBin19.S10	height	0.029564219958395	0.00456026708090499	8	19	10
UKBB-BBJ	1kgeas	EAS	bbj_height_Bin1toBin8.S10	height	0.00677112483129192	0.00226176802385018	8	19	10
UKBB-BBJ	1kgeas	EAS	meta_ukbEAS_height_baseBin8addBin19.S10	height	0.0389024547849608	0.00534113777780751	8	19	10
UKBB-BBJ	1kgeas	EAS	weighted_ukbEAS_height_baseBin8addBin19.S10	height	0.0332614740624835	0.00480712760194852	8	19	10
UKBB-BBJ	1kgeas	EAS	ukb_height_Bin1toBin20.S10	height	0.0319520263412065	0.00467185997351425	8	20	10
UKBB-BBJ	1kgeas	EAS	bbj_height_Bin1toBin8.S10	height	0.00677112483129192	0.00226176802385018	8	20	10
UKBB-BBJ	1kgeas	EAS	meta_ukbEAS_height_baseBin8addBin20.S10	height	0.0405882249186476	0.00551668191455314	8	20	10
UKBB-BBJ	1kgeas	EAS	weighted_ukbEAS_height_baseBin8addBin20.S10	height	0.0356394865976421	0.00489594740058089	8	20	10
UKBB-BBJ	1kgeas	EAS	ukb_height_Bin1toBin21.S10	height	0.0349693323194586	0.0050703908773545	8	21	10
UKBB-BBJ	1kgeas	EAS	bbj_height_Bin1toBin8.S10	height	0.00677112483129192	0.00226176802385018	8	21	10
UKBB-BBJ	1kgeas	EAS	meta_ukbEAS_height_baseBin8addBin21.S10	height	0.0415677688274627	0.00533021878959945	8	21	10
UKBB-BBJ	1kgeas	EAS	weighted_ukbEAS_height_baseBin8addBin21.S10	height	0.0385778761727803	0.00522969200099813	8	21	10
UKBB-BBJ	1kgeas	EAS	ukb_height_Bin1toBin22.S10	height	0.0365768398690843	0.0048937687314413	8	22	10
UKBB-BBJ	1kgeas	EAS	bbj_height_Bin1toBin8.S10	height	0.00677112483129192	0.00226176802385018	8	22	10
UKBB-BBJ	1kgeas	EAS	meta_ukbEAS_height_baseBin8addBin22.S10	height	0.0406250834517838	0.00511451446658229	8	22	10
UKBB-BBJ	1kgeas	EAS	weighted_ukbEAS_height_baseBin8addBin22.S10	height	0.0402728426558448	0.00508608643159432	8	22	10
UKBB-BBJ	1kgeas	EAS	ukb_height_Bin1toBin23.S10	height	0.0351590130035661	0.00472963441439485	8	23	10
UKBB-BBJ	1kgeas	EAS	bbj_height_Bin1toBin8.S10	height	0.00677112483129192	0.00226176802385018	8	23	10
UKBB-BBJ	1kgeas	EAS	meta_ukbEAS_height_baseBin8addBin23.S10	height	0.0418324582458546	0.00516611359136483	8	23	10
UKBB-BBJ	1kgeas	EAS	weighted_ukbEAS_height_baseBin8addBin23.S10	height	0.0387779135883655	0.00491972633397896	8	23	10
UKBB-BBJ	1kgeas	EAS	ukb_height_Bin1toBin24.S10	height	0.0385373515218519	0.0051049933383475	8	24	10
UKBB-BBJ	1kgeas	EAS	bbj_height_Bin1toBin8.S10	height	0.00677112483129192	0.00226176802385018	8	24	10
UKBB-BBJ	1kgeas	EAS	meta_ukbEAS_height_baseBin8addBin24.S10	height	0.0437055762874202	0.00544327357523082	8	24	10
UKBB-BBJ	1kgeas	EAS	weighted_ukbEAS_height_baseBin8addBin24.S10	height	0.0421850469220345	0.005335977052189	8	24	10
UKBB-BBJ	1kgeas	EAS	ukb_height_Bin1toBin25.S10	height	0.0400646444661799	0.00532951942707175	8	25	10
UKBB-BBJ	1kgeas	EAS	bbj_height_Bin1toBin8.S10	height	0.00677112483129192	0.00226176802385018	8	25	10
UKBB-BBJ	1kgeas	EAS	meta_ukbEAS_height_baseBin8addBin25.S10	height	0.0459134363324455	0.00558513823656587	8	25	10
UKBB-BBJ	1kgeas	EAS	weighted_ukbEAS_height_baseBin8addBin25.S10	height	0.0435711299583386	0.00551102359559686	8	25	10
UKBB-BBJ	1kgeas	EAS	ukb_height_Bin1toBin26.S10	height	0.0392090842838847	0.00521847596227388	8	26	10
UKBB-BBJ	1kgeas	EAS	bbj_height_Bin1toBin8.S10	height	0.00677112483129192	0.00226176802385018	8	26	10
UKBB-BBJ	1kgeas	EAS	meta_ukbEAS_height_baseBin8addBin26.S10	height	0.0453069216205877	0.00572742811310857	8	26	10
UKBB-BBJ	1kgeas	EAS	weighted_ukbEAS_height_baseBin8addBin26.S10	height	0.042653241404637	0.00546297852980128	8	26	10
UKBB-BBJ	1kgeas	EAS	ukb_height_Bin1toBin27.S10	height	0.0402670886050974	0.00531445091637123	8	27	10
UKBB-BBJ	1kgeas	EAS	bbj_height_Bin1toBin8.S10	height	0.00677112483129192	0.00226176802385018	8	27	10
UKBB-BBJ	1kgeas	EAS	meta_ukbEAS_height_baseBin8addBin27.S10	height	0.0455779573095147	0.00569311634871206	8	27	10
UKBB-BBJ	1kgeas	EAS	weighted_ukbEAS_height_baseBin8addBin27.S10	height	0.0436895344837264	0.00549851148875	8	27	10
UKBB-BBJ	1kgeas	EAS	ukb_height_Bin1toBin28.S10	height	0.0418823267384332	0.00545845822023859	8	28	10
UKBB-BBJ	1kgeas	EAS	bbj_height_Bin1toBin8.S10	height	0.00677112483129192	0.00226176802385018	8	28	10
UKBB-BBJ	1kgeas	EAS	meta_ukbEAS_height_baseBin8addBin28.S10	height	0.0451867386483358	0.00553435964791503	8	28	10
UKBB-BBJ	1kgeas	EAS	weighted_ukbEAS_height_baseBin8addBin28.S10	height	0.0453196034472869	0.00564210185621444	8	28	10
UKBB-BBJ	1kgeas	EAS	ukb_height_Bin1toBin29.S10	height	0.041235038189528	0.00539796688864835	8	29	10
UKBB-BBJ	1kgeas	EAS	bbj_height_Bin1toBin8.S10	height	0.00677112483129192	0.00226176802385018	8	29	10
UKBB-BBJ	1kgeas	EAS	meta_ukbEAS_height_baseBin8addBin29.S10	height	0.046707278876287	0.00576379101204927	8	29	10
UKBB-BBJ	1kgeas	EAS	weighted_ukbEAS_height_baseBin8addBin29.S10	height	0.0449033095085701	0.00553812384032402	8	29	10
UKBB-BBJ	1kgeas	EAS	ukb_height_Bin1toBin30.S10	height	0.0431449002060197	0.00542788501937554	8	30	10
UKBB-BBJ	1kgeas	EAS	bbj_height_Bin1toBin8.S10	height	0.00677112483129192	0.00226176802385018	8	30	10
UKBB-BBJ	1kgeas	EAS	meta_ukbEAS_height_baseBin8addBin30.S10	height	0.0454152544907977	0.00585348365156162	8	30	10
UKBB-BBJ	1kgeas	EAS	weighted_ukbEAS_height_baseBin8addBin30.S10	height	0.0466350401540831	0.00565724601173627	8	30	10
UKBB-BBJ	1kgeur	EAS	ukb_height_Bin1toBin1.S1	height	0.00100565039790596	0.000921866599566231	16	1	1
UKBB-BBJ	1kgeur	EAS	bbj_height_Bin1toBin16.S1	height	0.0227077070280986	0.00383603873834752	16	1	1
UKBB-BBJ	1kgeur	EAS	meta_ukbEAS_height_baseBin16addBin1.S1	height	0.026279469376602	0.00414810775697983	16	1	1
UKBB-BBJ	1kgeur	EAS	weighted_ukbEAS_height_baseBin16addBin1.S1	height	0.0227365700664044	0.00384455987206241	16	1	1
UKBB-BBJ	1kgeur	EAS	ukb_height_Bin1toBin2.S1	height	0.000529259489439131	0.000874753068375641	16	2	1
UKBB-BBJ	1kgeur	EAS	bbj_height_Bin1toBin16.S1	height	0.0227077070280986	0.00383603873834752	16	2	1
UKBB-BBJ	1kgeur	EAS	meta_ukbEAS_height_baseBin16addBin2.S1	height	0.0302025364553561	0.0044335358184861	16	2	1
UKBB-BBJ	1kgeur	EAS	weighted_ukbEAS_height_baseBin16addBin2.S1	height	0.022681354307695	0.00382994975178174	16	2	1
UKBB-BBJ	1kgeur	EAS	ukb_height_Bin1toBin3.S1	height	0.00830860918922542	0.00266984995776996	16	3	1
UKBB-BBJ	1kgeur	EAS	bbj_height_Bin1toBin16.S1	height	0.0227077070280986	0.00383603873834752	16	3	1
UKBB-BBJ	1kgeur	EAS	meta_ukbEAS_height_baseBin16addBin3.S1	height	0.0334992053717302	0.00479742969546623	16	3	1
UKBB-BBJ	1kgeur	EAS	weighted_ukbEAS_height_baseBin16addBin3.S1	height	0.0240450882579298	0.00405164959835551	16	3	1
UKBB-BBJ	1kgeur	EAS	ukb_height_Bin1toBin4.S1	height	0.00782971630314003	0.00256198257359665	16	4	1
UKBB-BBJ	1kgeur	EAS	bbj_height_Bin1toBin16.S1	height	0.0227077070280986	0.00383603873834752	16	4	1
UKBB-BBJ	1kgeur	EAS	meta_ukbEAS_height_baseBin16addBin4.S1	height	0.0327477798355103	0.00473336969546093	16	4	1
UKBB-BBJ	1kgeur	EAS	weighted_ukbEAS_height_baseBin16addBin4.S1	height	0.0238527330680985	0.00401272778522472	16	4	1
UKBB-BBJ	1kgeur	EAS	ukb_height_Bin1toBin5.S1	height	0.0123959784993481	0.00318545127270364	16	5	1
UKBB-BBJ	1kgeur	EAS	bbj_height_Bin1toBin16.S1	height	0.0227077070280986	0.00383603873834752	16	5	1
UKBB-BBJ	1kgeur	EAS	meta_ukbEAS_height_baseBin16addBin5.S1	height	0.035900600345043	0.00491481874811406	16	5	1
UKBB-BBJ	1kgeur	EAS	weighted_ukbEAS_height_baseBin16addBin5.S1	height	0.025608752541435	0.00428691802454761	16	5	1
UKBB-BBJ	1kgeur	EAS	ukb_height_Bin1toBin6.S1	height	0.010280652542518	0.00287777169033933	16	6	1
UKBB-BBJ	1kgeur	EAS	bbj_height_Bin1toBin16.S1	height	0.0227077070280986	0.00383603873834752	16	6	1
UKBB-BBJ	1kgeur	EAS	meta_ukbEAS_height_baseBin16addBin6.S1	height	0.037684104985274	0.00490060860003298	16	6	1
UKBB-BBJ	1kgeur	EAS	weighted_ukbEAS_height_baseBin16addBin6.S1	height	0.0252596649986618	0.00421736784329159	16	6	1
UKBB-BBJ	1kgeur	EAS	ukb_height_Bin1toBin7.S1	height	0.0162721899947392	0.00351572704992209	16	7	1
UKBB-BBJ	1kgeur	EAS	bbj_height_Bin1toBin16.S1	height	0.0227077070280986	0.00383603873834752	16	7	1
UKBB-BBJ	1kgeur	EAS	meta_ukbEAS_height_baseBin16addBin7.S1	height	0.0390665366690383	0.00518931258688255	16	7	1
UKBB-BBJ	1kgeur	EAS	weighted_ukbEAS_height_baseBin16addBin7.S1	height	0.0282173321712028	0.00456785113700781	16	7	1
UKBB-BBJ	1kgeur	EAS	ukb_height_Bin1toBin8.S1	height	0.0183931633648579	0.00361435398018343	16	8	1
UKBB-BBJ	1kgeur	EAS	bbj_height_Bin1toBin16.S1	height	0.0227077070280986	0.00383603873834752	16	8	1
UKBB-BBJ	1kgeur	EAS	meta_ukbEAS_height_baseBin16addBin8.S1	height	0.041399552247532	0.00521695809576584	16	8	1
UKBB-BBJ	1kgeur	EAS	weighted_ukbEAS_height_baseBin16addBin8.S1	height	0.0300102819427586	0.00475918582861242	16	8	1
UKBB-BBJ	1kgeur	EAS	ukb_height_Bin1toBin9.S1	height	0.01538808359739	0.00358577988750254	16	9	1
UKBB-BBJ	1kgeur	EAS	bbj_height_Bin1toBin16.S1	height	0.0227077070280986	0.00383603873834752	16	9	1
UKBB-BBJ	1kgeur	EAS	meta_ukbEAS_height_baseBin16addBin9.S1	height	0.0419212135991716	0.00529933757655522	16	9	1
UKBB-BBJ	1kgeur	EAS	weighted_ukbEAS_height_baseBin16addBin9.S1	height	0.0280243549778385	0.00456406178524309	16	9	1
UKBB-BBJ	1kgeur	EAS	ukb_height_Bin1toBin10.S1	height	0.0157828582362718	0.00341430098734152	16	10	1
UKBB-BBJ	1kgeur	EAS	bbj_height_Bin1toBin16.S1	height	0.0227077070280986	0.00383603873834752	16	10	1
UKBB-BBJ	1kgeur	EAS	meta_ukbEAS_height_baseBin16addBin10.S1	height	0.0414926851142354	0.00522398735795161	16	10	1
UKBB-BBJ	1kgeur	EAS	weighted_ukbEAS_height_baseBin16addBin10.S1	height	0.0285321884206196	0.00462253904712284	16	10	1
UKBB-BBJ	1kgeur	EAS	ukb_height_Bin1toBin11.S1	height	0.0195885868481029	0.00356674237132856	16	11	1
UKBB-BBJ	1kgeur	EAS	bbj_height_Bin1toBin16.S1	height	0.0227077070280986	0.00383603873834752	16	11	1
UKBB-BBJ	1kgeur	EAS	meta_ukbEAS_height_baseBin16addBin11.S1	height	0.0445465550961827	0.00506334217387788	16	11	1
UKBB-BBJ	1kgeur	EAS	weighted_ukbEAS_height_baseBin16addBin11.S1	height	0.0305406191934811	0.00465361578121389	16	11	1
UKBB-BBJ	1kgeur	EAS	ukb_height_Bin1toBin12.S1	height	0.0210882514492027	0.00383600154121178	16	12	1
UKBB-BBJ	1kgeur	EAS	bbj_height_Bin1toBin16.S1	height	0.0227077070280986	0.00383603873834752	16	12	1
UKBB-BBJ	1kgeur	EAS	meta_ukbEAS_height_baseBin16addBin12.S1	height	0.0440549957389127	0.00507728837605798	16	12	1
UKBB-BBJ	1kgeur	EAS	weighted_ukbEAS_height_baseBin16addBin12.S1	height	0.0319488061482615	0.00473055328107427	16	12	1
UKBB-BBJ	1kgeur	EAS	ukb_height_Bin1toBin13.S1	height	0.0220165063420432	0.00364671680095511	16	13	1
UKBB-BBJ	1kgeur	EAS	bbj_height_Bin1toBin16.S1	height	0.0227077070280986	0.00383603873834752	16	13	1
UKBB-BBJ	1kgeur	EAS	meta_ukbEAS_height_baseBin16addBin13.S1	height	0.0410738970482847	0.00488734832838321	16	13	1
UKBB-BBJ	1kgeur	EAS	weighted_ukbEAS_height_baseBin16addBin13.S1	height	0.0328721813002622	0.00467058826661195	16	13	1
UKBB-BBJ	1kgeur	EAS	ukb_height_Bin1toBin14.S1	height	0.0236157157594551	0.00384622541255349	16	14	1
UKBB-BBJ	1kgeur	EAS	bbj_height_Bin1toBin16.S1	height	0.0227077070280986	0.00383603873834752	16	14	1
UKBB-BBJ	1kgeur	EAS	meta_ukbEAS_height_baseBin16addBin14.S1	height	0.0394684720626799	0.00498856104449171	16	14	1
UKBB-BBJ	1kgeur	EAS	weighted_ukbEAS_height_baseBin16addBin14.S1	height	0.0339374919839148	0.00477265859415912	16	14	1
UKBB-BBJ	1kgeur	EAS	ukb_height_Bin1toBin15.S1	height	0.0218281406201292	0.00387215208756676	16	15	1
UKBB-BBJ	1kgeur	EAS	bbj_height_Bin1toBin16.S1	height	0.0227077070280986	0.00383603873834752	16	15	1
UKBB-BBJ	1kgeur	EAS	meta_ukbEAS_height_baseBin16addBin15.S1	height	0.0390410308162099	0.00490868776020212	16	15	1
UKBB-BBJ	1kgeur	EAS	weighted_ukbEAS_height_baseBin16addBin15.S1	height	0.0330887364031501	0.00468985402528122	16	15	1
UKBB-BBJ	1kgeur	EAS	ukb_height_Bin1toBin16.S1	height	0.0242378308796758	0.00381746483662526	16	16	1
UKBB-BBJ	1kgeur	EAS	bbj_height_Bin1toBin16.S1	height	0.0225201060412772	0.00404078547549223	16	16	1
UKBB-BBJ	1kgeur	EAS	meta_ukbEAS_height_baseBin16addBin16.S1	height	0.0403644629493013	0.0054410401896467	16	16	1
UKBB-BBJ	1kgeur	EAS	weighted_ukbEAS_height_baseBin16addBin16.S1	height	0.0344305571629276	0.00504447235399717	16	16	1
UKBB-BBJ	1kgeur	EAS	ukb_height_Bin1toBin17.S1	height	0.0221882936217968	0.00384379155044733	16	17	1
UKBB-BBJ	1kgeur	EAS	bbj_height_Bin1toBin16.S1	height	0.0227077070280986	0.00383603873834752	16	17	1
UKBB-BBJ	1kgeur	EAS	meta_ukbEAS_height_baseBin16addBin17.S1	height	0.0385783039682188	0.00484289743764899	16	17	1
UKBB-BBJ	1kgeur	EAS	weighted_ukbEAS_height_baseBin16addBin17.S1	height	0.0331503916241163	0.0046684213239248	16	17	1
UKBB-BBJ	1kgeur	EAS	ukb_height_Bin1toBin18.S1	height	0.0235877243927871	0.00384533556411642	16	18	1
UKBB-BBJ	1kgeur	EAS	bbj_height_Bin1toBin16.S1	height	0.0227077070280986	0.00383603873834752	16	18	1
UKBB-BBJ	1kgeur	EAS	meta_ukbEAS_height_baseBin16addBin18.S1	height	0.0403956773016704	0.00507655182070897	16	18	1
UKBB-BBJ	1kgeur	EAS	weighted_ukbEAS_height_baseBin16addBin18.S1	height	0.0339412241072882	0.00460162764917479	16	18	1
UKBB-BBJ	1kgeur	EAS	ukb_height_Bin1toBin19.S1	height	0.0230919371772627	0.0039396193607128	16	19	1
UKBB-BBJ	1kgeur	EAS	bbj_height_Bin1toBin16.S1	height	0.0227077070280986	0.00383603873834752	16	19	1
UKBB-BBJ	1kgeur	EAS	meta_ukbEAS_height_baseBin16addBin19.S1	height	0.0409155604011881	0.00510922489113928	16	19	1
